URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,19,6,0.52,0.07,48.0,51.49,39.8,48.0,173,336,2.69,1,7.99
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,27,2,0.86,0.06,67.57,54.33,48.76,67.57,257,473,2.68,5,7.97
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,21,6,0.56,0.09,38.88,49.52,35.36,38.88,154,311,2.66,5,8.22
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,14,6,0.4,0.06,34.33,55.02,35.74,34.33,170,309,2.74,2,8.19
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,61,16,0.58,0.09,41.25,47.52,35.51,41.25,392,825,2.62,9,7.85
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,27,13,0.35,0.07,13.58,42.98,22.62,13.58,251,584,2.49,4,7.3
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,78,15,0.68,0.09,20.62,54.04,29.87,20.62,535,990,2.75,26,8.04
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,7,3,0.4,0.05,23.75,43.68,26.97,23.75,83,190,2.52,2,7.83
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,35,10,0.56,0.08,14.4,46.01,24.16,14.4,265,576,2.65,2,7.6
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,38,11,0.55,0.12,24.18,47.93,28.84,24.18,197,411,2.6,1,7.5
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,12,2,0.71,0.07,48.75,41.03,35.91,48.75,80,195,2.48,2,7.3
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,11,2,0.69,0.06,53.5,53.27,42.71,53.5,114,214,2.73,2,8.03
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,11,2,0.69,0.06,51.5,40.78,36.91,51.5,84,206,2.44,2,7.63
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,17,1,0.89,0.09,51.5,49.51,40.41,51.5,102,206,2.66,2,8.06
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,20,2,0.82,0.1,52.75,43.6,38.54,52.75,92,211,2.59,2,7.99
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,12,9,0.14,0.09,56.75,47.14,41.55,56.75,107,227,2.56,2,7.48
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,16,3,0.68,0.04,16.82,37.58,21.76,16.82,177,471,2.32,1,7.29
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,22,1,0.91,0.05,21.21,39.1,24.12,21.21,199,509,2.33,1,7.31
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,17,6,0.48,0.05,18.41,40.24,23.46,18.41,200,497,2.46,6,7.52
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,28,4,0.75,0.06,17.96,40.36,23.33,17.96,203,503,2.44,1,7.49
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,21,4,0.68,0.06,25.35,42.92,27.31,25.35,185,431,2.55,2,7.58
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,61,16,0.58,0.13,25.91,46.48,28.96,25.91,277,596,2.63,5,7.89
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,33,4,0.78,0.05,19.97,37.55,23.01,19.97,270,719,2.39,1,7.45
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,20,5,0.6,0.07,24.0,39.17,25.27,24.0,141,360,2.4,1,7.34
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,40,30,0.14,0.06,19.35,39.08,23.37,19.35,431,1103,2.41,1,7.36
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,24,26,-0.04,0.08,12.46,42.54,22.0,12.46,265,623,2.48,2,7.38
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,18,8,0.38,0.05,13.83,50.44,25.71,13.83,286,567,2.68,5,8.01
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,41,7,0.71,0.07,17.39,43.42,24.33,17.39,287,661,2.53,2,7.63
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,56,11,0.67,0.08,12.92,30.21,17.25,12.92,242,801,2.23,30,6.92
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,5,0,1.0,0.02,13.23,26.12,15.74,13.23,76,291,2.13,1,6.65
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,16,3,0.68,0.05,29.92,42.62,29.01,29.92,153,359,2.54,2,7.59
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,14,1,0.87,0.08,11.93,31.84,17.51,11.93,57,179,2.27,8,7.14
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,8,0,1.0,0.04,16.92,36.36,21.31,16.92,80,220,2.32,13,7.45
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,12,3,0.6,0.08,9.58,28.02,15.04,9.58,51,182,2.2,16,7.03
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,17,6,0.48,0.11,9.82,34.72,17.82,9.82,75,216,2.19,6,7.04
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,23,8,0.48,0.05,12.16,40.79,21.18,12.16,248,608,2.36,4,7.16
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,10,5,0.33,0.05,30.67,37.32,27.19,30.67,103,276,2.35,1,7.34
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,12,5,0.41,0.05,72.4,35.91,43.32,72.4,130,362,2.34,1,7.31
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,9,10,-0.05,0.09,33.67,40.1,29.51,33.67,81,202,2.41,2,7.54
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,8,2,0.6,0.05,47.5,36.32,33.53,47.5,69,190,2.43,1,7.47
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,8,3,0.45,0.03,14.76,38.48,21.3,14.76,142,369,2.37,29,7.25
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,12,4,0.5,0.06,17.31,31.05,19.34,17.31,86,277,2.27,17,6.87
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,6,9,-0.2,0.06,10.6,34.72,18.13,10.6,92,265,2.33,25,6.98
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,4,1,0.6,0.02,11.84,39.56,20.56,11.84,89,225,2.36,6,7.56
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8,4,0.33,0.05,20.09,42.08,24.87,20.09,93,221,2.41,3,7.53
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10,5,0.33,0.12,21.33,45.31,26.66,21.33,58,128,2.73,2,8.3
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,14,4,0.56,0.08,12.88,34.7,19.03,12.88,76,219,2.4,8,7.45
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,12,2,0.71,0.07,14.14,39.9,21.62,14.14,79,198,2.45,4,7.42
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,6,3,0.33,0.07,40.67,41.8,32.99,40.67,51,122,2.6,1,8.21
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,5,0,1.0,0.07,22.33,50.75,29.23,22.33,34,67,2.9,2,8.96
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,5,7,-0.17,0.11,26.25,47.62,29.55,26.25,50,105,2.71,1,8.5
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,7,3,0.4,0.09,22.4,48.21,28.25,22.4,54,112,2.72,2,8.68
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,5,0,1.0,0.06,39.5,58.23,39.09,39.5,46,79,3.19,1,9.65
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,5,7,-0.17,0.1,15.62,52.8,27.37,15.62,66,125,2.81,2,8.64
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,10,0,1.0,0.05,18.55,40.69,23.69,18.55,83,204,2.38,10,7.45
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,14,3,0.65,0.07,31.62,37.94,27.83,31.62,96,253,2.41,11,7.52
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,9,3,0.5,0.05,21.67,36.92,23.44,21.67,96,260,2.36,11,7.18
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,21,12,0.27,0.12,21.23,31.52,21.1,21.23,87,276,2.22,11,6.84
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,8,1,0.78,0.04,18.15,33.9,20.82,18.15,80,236,2.3,13,7.45
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,12,0,1.0,0.06,39.4,39.59,31.6,39.4,78,197,2.34,5,7.59
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,26,5,0.68,0.06,21.2,43.58,25.91,21.2,231,530,2.5,4,7.51
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,7,7,0.0,0.06,19.17,29.57,19.49,19.17,68,230,2.27,6,7.03
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,6,0,1.0,0.03,13.53,43.35,22.75,13.53,88,203,2.61,1,7.97
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,3,2,0.2,0.04,58.0,30.17,35.27,58.0,35,116,2.27,1,7.01
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,8,2,0.6,0.05,19.2,38.54,23.1,19.2,74,192,2.46,5,7.69
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,4,5,-0.11,0.04,23.6,31.36,21.98,23.6,74,236,2.26,6,7.04
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,2,2,0.0,0.02,31.33,32.45,25.51,31.33,61,188,2.25,6,7.24
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,6,16,-0.45,0.13,27.83,49.7,31.01,27.83,83,167,2.78,8,8.05
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,10,2,0.67,0.06,18.64,31.22,19.94,18.64,64,205,2.21,12,7.06
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,4,1,0.6,0.02,59.2,39.86,39.63,59.2,118,296,2.33,0,7.18
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,4,3,0.14,0.03,13.88,38.74,21.05,13.88,86,222,2.44,0,7.5
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,9,1,0.8,0.09,38.67,44.83,33.4,38.67,52,116,2.59,0,8.13
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,6,5,0.09,0.06,45.75,33.88,31.85,45.75,62,183,2.33,1,7.44
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,11,2,0.69,0.06,101.5,33.0,53.8,101.5,67,203,2.36,0,7.35
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,2,0,1.0,0.01,164.0,33.54,79.01,164.0,55,164,2.45,0,7.4
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,7,0,1.0,0.05,64.0,28.91,37.16,64.0,37,128,2.33,2,7.27
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,3,3,0.0,0.03,13.5,38.62,20.85,13.5,73,189,2.53,0,7.87
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,4,1,0.6,0.02,14.6,42.01,22.64,14.6,92,219,2.72,4,8.41
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,2,0,1.0,0.01,14.29,30.45,17.9,14.29,74,243,2.29,2,7.19
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,9,1,0.8,0.06,54.0,28.4,32.96,54.0,46,162,2.27,2,7.12
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4,5,-0.11,0.05,90.0,32.22,48.89,90.0,58,180,2.38,1,7.71
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,21,2,0.83,0.04,20.74,40.0,24.3,20.74,224,560,2.32,2,7.19
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,23,1,0.92,0.04,19.79,36.59,22.55,19.79,210,574,2.31,1,7.17
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,3,4,-0.14,0.04,54.0,48.77,41.11,54.0,79,162,2.54,1,7.85
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,7,2,0.56,0.05,19.7,35.53,22.09,19.7,70,197,2.29,2,7.09
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,7,4,0.27,0.08,34.0,44.85,31.54,34.0,61,136,2.57,1,7.97
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,5,4,0.11,0.05,38.2,35.08,29.31,38.2,67,191,2.45,1,7.62
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,3,1,0.5,0.03,21.67,46.15,27.13,21.67,60,130,2.79,3,8.67
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,8,1,0.78,0.03,43.5,45.59,35.64,43.5,119,261,2.76,4,8.37
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,2,0,1.0,0.01,29.2,32.88,24.83,29.2,48,146,2.32,4,7.39
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,5,3,0.25,0.04,26.29,33.7,23.99,26.29,62,184,2.27,4,6.97
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,2,2,0.0,0.03,76.5,36.6,45.24,76.5,56,153,2.5,3,7.92
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,4,6,-0.2,0.04,37.29,34.48,28.71,37.29,90,261,2.46,7,7.27
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,4,0,1.0,0.03,26.6,36.09,25.08,26.6,48,133,2.44,2,7.53
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,40,5,0.78,0.09,14.0,34.92,19.57,14.0,176,504,2.26,2,7.0
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,11,0,1.0,0.04,13.65,23.57,14.89,13.65,74,314,2.05,18,6.42
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,2,0,1.0,0.01,21.89,36.55,23.37,21.89,72,197,2.34,0,7.14
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,7,0,1.0,0.05,38.5,42.21,32.28,38.5,65,154,2.57,0,7.9
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,8,4,0.33,0.07,17.2,28.49,18.28,17.2,49,172,2.23,4,7.0
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,9,3,0.5,0.04,57.8,28.37,34.47,57.8,82,289,2.14,5,6.89
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,7,0,1.0,0.02,47.0,31.21,31.28,47.0,88,282,2.23,6,7.11
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,7,1,0.75,0.04,14.31,32.26,18.63,14.31,60,186,2.28,5,7.02
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,20,3,0.74,0.08,69.5,31.29,40.32,69.5,87,278,2.4,8,7.25
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,3,3,0.0,0.05,57.5,35.65,37.26,57.5,41,115,2.45,6,7.84
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,11,1,0.83,0.06,47.25,51.32,39.43,47.25,97,189,2.95,0,8.93
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,2,6,-0.5,0.02,24.18,25.55,19.89,24.18,105,411,2.07,8,6.54
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,29,19,0.21,0.06,22.23,28.53,20.31,22.23,222,778,2.25,11,7.12
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,14,3,0.65,0.04,25.82,36.22,24.82,25.82,159,439,2.42,5,7.53
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,1,0,1.0,0.01,81.0,16.05,38.82,81.0,13,81,1.59,0,5.74
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,4,1,0.6,0.06,85.0,43.53,51.41,85.0,37,85,2.71,0,8.79
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,7,0,1.0,0.09,39.5,43.04,33.02,39.5,34,79,2.51,0,8.22
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,6,5,0.09,0.12,30.33,35.16,26.2,30.33,32,91,2.37,1,8.0
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,5,3,0.25,0.12,66.0,45.45,44.58,66.0,30,66,2.76,0,8.7
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,4,1,0.6,0.07,33.5,37.31,28.33,33.5,25,67,2.61,0,8.93
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,15,7,0.36,0.07,27.0,35.8,25.12,27.0,116,324,2.32,17,7.24
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,2,0,1.0,0.02,24.0,34.38,23.35,24.0,33,96,2.49,2,7.77
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,4,8,-0.33,0.04,23.83,41.26,26.04,23.83,118,286,2.49,3,7.27
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,9,3,0.5,0.09,27.0,32.59,23.84,27.0,44,135,2.44,0,7.63
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,13,2,0.73,0.07,15.64,44.29,23.97,15.64,97,219,2.65,10,7.84
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,11,4,0.47,0.06,48.2,35.68,33.55,48.2,86,241,2.36,5,7.24
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,5,0,1.0,0.03,20.89,40.43,24.53,20.89,76,188,2.49,0,7.77
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,6,1,0.71,0.04,27.71,40.21,27.17,27.71,78,194,2.42,6,7.57
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,4,0,1.0,0.03,69.0,44.2,45.28,69.0,61,138,2.67,0,7.94
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,4,5,-0.11,0.06,70.5,47.52,47.21,70.5,67,141,2.72,0,8.17
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,4,0,1.0,0.03,40.0,50.83,36.33,40.0,61,120,2.85,0,8.39
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,4,0,1.0,0.03,39.67,49.58,35.7,39.67,59,119,2.82,0,8.5
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,5,0,1.0,0.04,18.0,45.24,25.3,18.0,57,126,2.71,0,8.09
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,7,1,0.75,0.06,70.0,35.71,42.29,70.0,50,140,2.53,0,7.66
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,8,1,0.78,0.06,48.0,40.28,35.31,48.0,58,144,2.6,0,7.62
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,13,1,0.86,0.07,15.38,40.0,22.15,15.38,80,200,2.48,2,7.51
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,11,8,0.16,0.04,27.42,32.25,23.87,27.42,168,521,2.31,5,6.97
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,11,7,0.22,0.05,33.2,50.6,33.52,33.2,168,332,2.76,2,8.05
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,13,8,0.24,0.04,42.17,40.71,33.15,42.17,206,506,2.53,2,7.3
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,21,16,0.14,0.05,24.84,34.55,23.75,24.84,266,770,2.28,4,6.9
